qnum,Question,Responses,Total,Male,Female,High School or less,Some college,College graduate,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Black,Other race,18-29,30-44,45-64,65+,Liberal,Moderate,Conservative,Republican,Democrat,Independent
8,,,0.138717161,0.142045455,0.136150235,0.183486239,0.113924051,0.123115578,0.121621622,0.268041237,0.10619469,0.147368421,0.158415842,0.045454545,0.110275689,0.179012346,0.127272727,0.226950355,0.126394052,0.058252427,0.169117647,0.156424581,0.135,0.08839779,0.043478261,0.127744511,0.18699187
8,,Don't know,36.47974477,17,19,13,9,12,3,9,2,7,1,4,13,20,3,1,10,8,15,11,7,12,3,22,2
8,,,0.046828941,0.048295455,0.044600939,0.059633028,0.056962025,0.030150754,0.040540541,0.092783505,0.017699115,0.073684211,0.00990099,0.018181818,0.032581454,0.061728395,0.054545455,0.007092199,0.037174721,0.038834951,0.110294118,0.030726257,0.035,0.066298343,0.026086957,0.043912176,0.016260163
9,"Do you think the City of Atlanta is generally headed in the right direction, or do you think things are off on the wrong track in terms of affordable housing?",Right direction,149.4917421,69,80,41,31,77,18,9,15,24,14,47,78,60,11,24,42,44,35,59,49,39,26,94,27
9,,,0.191902108,0.196022727,0.18735363,0.187214612,0.197452229,0.193467337,0.24,0.091836735,0.132743363,0.252631579,0.138613861,0.214611872,0.195979899,0.185185185,0.2,0.171428571,0.156133829,0.213592233,0.257352941,0.164804469,0.245,0.215469613,0.226086957,0.188376754,0.219512195
9,,Wrong track,483.1529595,205,279,138,101,243,45,72,84,63,68,119,239,206,38,88,174,136,70,249,105,101,47,333,76
9,,,0.620222028,0.582386364,0.653395785,0.630136986,0.643312102,0.610552764,0.6,0.734693878,0.743362832,0.663157895,0.673267327,0.543378995,0.600502513,0.635802469,0.690909091,0.628571429,0.646840149,0.660194175,0.514705882,0.695530726,0.525,0.55801105,0.408695652,0.667334669,0.617886179
9,,Mixed,30.66890252,22,9,5,5,20,0,1,3,2,8,14,19,10,1,3,15,5,6,18,6,6,6,20,3
9,,,0.03936958,0.0625,0.021077283,0.02283105,0.031847134,0.050251256,0,0.010204082,0.026548673,0.021052632,0.079207921,0.063926941,0.047738693,0.030864198,0.018181818,0.021428571,0.055762082,0.024271845,0.044117647,0.05027933,0.03,0.033149171,0.052173913,0.04008016,0.024390244
9,,Don't know,115.6863959,56,59,35,20,58,12,16,11,6,11,39,62,48,5,25,38,21,25,32,40,35,36,52,17
9,,,0.148506285,0.159090909,0.138173302,0.159817352,0.127388535,0.145728643,0.16,0.163265306,0.097345133,0.063157895,0.108910891,0.178082192,0.155778894,0.148148148,0.090909091,0.178571429,0.141263941,0.101941748,0.183823529,0.089385475,0.2,0.193370166,0.313043478,0.104208417,0.138211382
10,"Do you think the City of Atlanta is generally headed in the right direction, or do you think things are off on the wrong track in terms of solving traffic congestion?",Right direction,166.4356797,78,89,49,36,80,17,22,28,30,13,47,86,62,18,27,54,54,25,75,42,44,37,95,25
10,,,0.213652991,0.221590909,0.208920188,0.225806452,0.229299363,0.201005025,0.232876712,0.229166667,0.247787611,0.319148936,0.128712871,0.214611872,0.216080402,0.190769231,0.327272727,0.192857143,0.200743494,0.262135922,0.183823529,0.210084034,0.21,0.243093923,0.318965517,0.189620758,0.201612903
10,,Wrong track,476.8021379,220,256,118,99,258,32,48,72,52,74,147,260,184,33,90,172,114,85,224,117,109,62,324,76
10,,,0.612069497,0.625,0.600938967,0.543778802,0.630573248,0.648241206,0.438356164,0.5,0.637168142,0.553191489,0.732673267,0.671232877,0.653266332,0.566153846,0.6,0.642857143,0.639405204,0.553398058,0.625,0.62745098,0.585,0.602209945,0.534482759,0.646706587,0.612903226
10,,Mixed,51.63102238,26,25,21,6,23,6,21,3,7,5,4,15,35,1,18,13,14,5,20,17,13,5,22,18
10,,,0.066278591,0.073863636,0.058685446,0.096774194,0.038216561,0.057788945,0.082191781,0.21875,0.026548673,0.074468085,0.04950495,0.01826484,0.037688442,0.107692308,0.018181818,0.128571429,0.048327138,0.067961165,0.036764706,0.056022409,0.085,0.071823204,0.043103448,0.043912176,0.14516129
10,,Don't know,84.13116001,28,56,29,16,37,18,5,10,5,9,21,37,44,3,5,30,24,21,38,24,15,12,60,5
10,,,0.107998922,0.079545455,0.131455399,0.133640553,0.101910828,0.092964824,0.246575342,0.052083333,0.088495575,0.053191489,0.089108911,0.095890411,0.092964824,0.135384615,0.054545455,0.035714286,0.111524164,0.116504854,0.154411765,0.106442577,0.12,0.082872928,0.103448276,0.119760479,0.040322581
11,"Do you think the City of Atlanta is generally headed in the right direction, or do you think things are off on the wrong track in terms of dealing with crime?",Right direction,148.5812081,65,84,46,42,60,15,30,20,15,21,36,68,71,9,45,48,29,22,86,40,19,10,102,34
11,,,0.190733258,0.184659091,0.197183099,0.211009174,0.267515924,0.150753769,0.202702703,0.309278351,0.17699115,0.157894737,0.21,0.163636364,0.170426065,0.218461538,0.160714286,0.319148936,0.177777778,0.140776699,0.161764706,0.240223464,0.2,0.104972376,0.086956522,0.204,0.276422764
11,,Wrong track,540.5387175,250,290,148,101,290,48,56,75,71,69,165,292,215,34,90,185,151,96,220,147,144,100,338,78
11,,,0.693887956,0.710227273,0.680751174,0.678899083,0.643312102,0.728643216,0.648648649,0.577319588,0.663716814,0.747368421,0.69,0.75,0.731829574,0.661538462,0.607142857,0.638297872,0.685185185,0.733009709,0.705882353,0.61452514,0.735,0.79558011,0.869565217,0.676,0.634146341
11,,Mixed,51.14261465,20,31,16,6,28,7,8,12,4,6,12,24,19,8,3,24,15,9,33,4,13,0,36,7
